,Brand,Date,Sales
1901,HINO,2025-08-01,356271.0
1902,SUZUKI,2025-08-01,9305.0
1903,BRAND,2025-08-01,
1904,DAIHATSU,2025-09-01,15406.0
1905,TOYOTA,2025-09-01,11587.0
1906,MITSUBISHI MOTORS,2025-09-01,8917.0
1907,SUZUKI,2025-09-01,4281.0
1908,HYUNDAI - HMMI,2025-09-01,6656.0
1909,HONDA,2025-09-01,630.0
1910,ISUZU,2025-09-01,888.0
1911,HINO,2025-09-01,185.0
1912,HYUNDAI - HIM,2025-09-01,20.0
1913,DFSK,2025-09-01,24.0
1914,WULING,2025-09-01,3.0
1915,TOYOTA,2025-09-01,1340.0
1916,MITSUBISHI MOTORS,2025-09-01,4320.0
1917,SUZUKI,2025-09-01,96.0
1918,DFSK,2025-09-01,
1919,WULING,2025-09-01,
1920,ISUZU,2025-09-01,
1921,TOYOTA,2025-09-01,9701079.0
1922,HONDA,2025-09-01,1429177.0
1923,HINO,2025-09-01,382794.0
1924,SUZUKI,2025-09-01,4743.0
1925,BRAND,2025-09-01,
1926,DAIHATSU,2025-10-01,18584.0
1927,TOYOTA,2025-10-01,12214.0
1928,MITSUBISHI MOTORS,2025-10-01,8154.0
1929,SUZUKI,2025-10-01,4728.0
1930,HYUNDAI - HMMI,2025-10-01,4915.0
1931,HONDA,2025-10-01,1020.0
1932,ISUZU,2025-10-01,370.0
1933,HINO,2025-10-01,50.0
1934,HYUNDAI - HIM,2025-10-01,20.0
1935,DFSK,2025-10-01,3.0
1936,WULING,2025-10-01,4.0
1937,TOYOTA,2025-10-01,4270.0
1938,MITSUBISHI MOTORS,2025-10-01,3450.0
1939,SUZUKI,2025-10-01,
1940,DFSK,2025-10-01,
1941,WULING,2025-10-01,
1942,ISUZU,2025-10-01,
1943,TOYOTA,2025-10-01,13651330.0
1944,HONDA,2025-10-01,628932.0
1945,HINO,2025-10-01,288964.0
1946,SUZUKI,2025-10-01,3464.0
1947,BRAND,2025-10-01,
1948,DAIHATSU,2025-11-01,13265.0
1949,TOYOTA,2025-11-01,11504.0
1950,MITSUBISHI MOTORS,2025-11-01,4351.0
1951,SUZUKI,2025-11-01,3376.0
1952,HYUNDAI - HMMI,2025-11-01,3964.0
1953,HONDA,2025-11-01,1180.0
1954,ISUZU,2025-11-01,1106.0
1955,HINO,2025-11-01,135.0
1956,HYUNDAI - HIM,2025-11-01,80.0
1957,DFSK,2025-11-01,49.0
1958,WULING,2025-11-01,4.0
1959,TOYOTA,2025-11-01,5200.0
1960,MITSUBISHI MOTORS,2025-11-01,2820.0
1961,SUZUKI,2025-11-01,88.0
1962,DFSK,2025-11-01,
1963,WULING,2025-11-01,
1964,ISUZU,2025-11-01,
1965,TOYOTA,2025-11-01,16552111.0
1966,HONDA,2025-11-01,252780.0
1967,HINO,2025-11-01,108108.0
1968,SUZUKI,2025-11-01,754.0
1969,BRAND,2025-11-01,
1970,DAIHATSU,2025-12-01,16729.0
1971,TOYOTA,2025-12-01,10942.0
1972,MITSUBISHI MOTORS,2025-12-01,8985.0
1973,SUZUKI,2025-12-01,6250.0
1974,HYUNDAI - HMMI,2025-12-01,3779.0
1975,HONDA,2025-12-01,2390.0
1976,ISUZU,2025-12-01,826.0
1977,HINO,2025-12-01,35.0
1978,HYUNDAI - HIM,2025-12-01,60.0
1979,DFSK,2025-12-01,
1980,WULING,2025-12-01,
1981,TOYOTA,2025-12-01,2340.0
1982,MITSUBISHI MOTORS,2025-12-01,3330.0
1983,SUZUKI,2025-12-01,96.0
1984,DFSK,2025-12-01,9.0
1985,WULING,2025-12-01,
1986,ISUZU,2025-12-01,
1987,TOYOTA,2025-12-01,12099130.0
1988,HONDA,2025-12-01,320070.0
1989,HINO,2025-12-01,431274.0
1990,SUZUKI,2025-12-01,3222.0
1991,BRAND,2025-12-01,
